repo,status,tier,exit_code,entry_point,event_count,duration_seconds
https://github.com/Khaledhamza77/TunedLLM,TIER2_SUCCESS,2,0,/tmp/repo/tunedLLM/graph.py,1,873
https://github.com/vedprakashnautiyal/MedAid,SUCCESS,1,0,/tmp/repo/agents/web_search_processor_agent/tavily_search.py,14,1293
https://github.com/DawoodTouseef/AI-Desktop-Automation-Assistant,PARTIAL_SUCCESS,1,1,/tmp/repo/core/agents/gmail_agent.py,23,721
https://github.com/kusumita-dasgupta/broken-langgraph-mcp,PARTIAL_SUCCESS,1,120,/tmp/repo/mcp_server.py,4,101
https://github.com/project-ryoma/ryoma,TIER2_SUCCESS,2,0,/tmp/repo/examples/example_iceberg.py,1,661
https://github.com/gianmarioiamoni/ai-decision-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/scripts/test_graph.py,11,789
https://github.com/fanyty/langgraph_multi_agent_tutorial,PARTIAL_SUCCESS,1,1,/tmp/repo/run_tutorial.py,7,160
https://github.com/dubey-Ji/langgraph_learning,SUCCESS,1,0,/tmp/repo/exercise/01_exercise.py,7,114
https://github.com/datorrado/LangGraphInstrwithLlama,TIER2_SUCCESS,2,0,/tmp/repo/utils.py,1,667
https://github.com/matthewtull/LangChain_AgentEvals,PARTIAL_SUCCESS,1,1,/tmp/repo/scripts/generate_language_readmes.py,4,42
https://github.com/mmrc439/AI-Agentic-RAG-Chatbot,SUCCESS,1,0,/tmp/repo/src/pipelines/agentic.py,6,377
https://github.com/nalbarr/hello-crewai-graphs,SUCCESS,1,0,/tmp/repo/research_write_article.py,22,419
https://github.com/michael7736/dpa_gen,PARTIAL_SUCCESS,1,1,/tmp/repo/test_cognitive_api_simple.py,14,956
https://github.com/hector3echo-spec/BSL-Langgraph,PARTIAL_SUCCESS,1,1,/tmp/repo/test_runner.py,11,275
https://github.com/swarupd07/LangGraphProjects,SUCCESS,1,0,/tmp/repo/for_streamlit_web_app_P1_paper_summeriser.py,6,287
https://github.com/Rose-Bright/agentic_flow,PARTIAL_SUCCESS,1,1,/tmp/repo/test_startup.py,4,408
https://github.com/rosidotidev/SynDAI,PARTIAL_SUCCESS,1,1,/tmp/repo/main_sd_with_ref_data_crew.py,13,172
https://github.com/nguyenphucthinh20/Asachi,TIER2_SUCCESS,2,0,/tmp/repo/app/agents/orchestrator_agent/supervisor.py,1,272
https://github.com/anton-kovachev/langrgraph-advanced-ai-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/main.py,5,152
https://github.com/iiiiiiiinseong/langgraph_rag_agent,TIER2_SUCCESS,2,0,/tmp/repo/src/evaluate_retrieval.py,1,627
https://github.com/Overton77/humanupgrade-app-ingestion_research,SUCCESS,1,0,/tmp/repo/main.py,11,445
https://github.com/sandeepgoriparthi/email-automation-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/create_index.py,5,166
https://github.com/JeetInTech/Virtual-Therapist---LangGraph-Agentic-AI-System,SUCCESS,1,0,/tmp/repo/run.py,11,234
https://github.com/trunglap923/BE_MyHeath,PARTIAL_SUCCESS,1,1,/tmp/repo/evaluate/evaluate.py,5,401
https://github.com/branes-ai/embodied-ai-architect,SUCCESS,1,0,/tmp/repo/examples/demo_soc_optimizer.py,11,949
https://github.com/BirenMer/agentic-ai-learning,SUCCESS,1,0,/tmp/repo/multi-agent-architectures/supervisor-agent-with-agent-as-tools/invoke_supervisor_agent.py,22,573
https://github.com/extrawest/multi_agent_workflow_demo_in_langgraph,SUCCESS,1,0,/tmp/repo/scripts/multi_agent_collaboration.py,6,171
https://github.com/w1992wishes/Python-langgraph-demo,PARTIAL_SUCCESS,1,1,/tmp/repo/interrupt_demo/5_validate_human_input.py,12,429
https://github.com/evilgensec/_CodeView_,PARTIAL_SUCCESS,1,1,/tmp/repo/security_agent/supervisor.py,13,327
https://github.com/gitwalter/antigravity-agent-factory,PARTIAL_SUCCESS,1,1,/tmp/repo/scripts/debug/diagnose_structure.py,6,637
https://github.com/AleGallagher/AgenticWomanEuro2025,SUCCESS,1,0,/tmp/repo/src/agents/qualification_agent.py,4,117
https://github.com/scanady/forge-agent-builder,PARTIAL_SUCCESS,1,120,/tmp/repo/src/forge_requirements_builder/mcp_server.py,9,389
https://github.com/Lattixe/Cursor-Education,PARTIAL_SUCCESS,1,124,/tmp/repo/run_streamlit.py,7,665
https://github.com/shah-deep/FinBot,PARTIAL_SUCCESS,1,1,/tmp/repo/backend/agentsystem/utils.py,7,311
https://github.com/MBehtemam/packtpub-ai-gent-langgraph,PARTIAL_SUCCESS,1,1,/tmp/repo/finance_agent.py,22,218
https://github.com/leonavevor/agno-agent-os-with-ui,SUCCESS,1,0,/tmp/repo/test_huggingface_embeddings.py,16,1614
https://github.com/self-evolving-runtimes/revolve,SUCCESS,1,0,/tmp/repo/src/revolve/llm.py,9,234
https://github.com/chintan-diwakar/super-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/graph/graph.py,5,126
https://github.com/dhruv-inov8/HAILEI_Crew,PARTIAL_SUCCESS,1,1,/tmp/repo/main.py,5,127
https://github.com/AI2Enginex/Lang-Graph,TIER2_SUCCESS,2,0,/tmp/repo/ExcelDataProcessing/hybrid_agent.py,1,430
https://github.com/ashharr/CrewAI-Implementation,SUCCESS,1,0,/tmp/repo/src/workflows/official/content_creation/content_creation_crew.py,22,361
https://github.com/und1n3/nabu-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/src/nabu_agent/main.py,10,253
https://github.com/RashmiJK/langgraph-examples,TIER2_SUCCESS,2,0,/tmp/repo/src/graph_examples/review_product/production_team.py,1,521
https://github.com/ajmalik56/LangGraph-Based-Email-Automation,PARTIAL_SUCCESS,1,1,/tmp/repo/src/nodes.py,5,80
https://github.com/exi-0/Multi-AI-Agent-Systems-with-crewAI,SUCCESS,1,0,/tmp/repo/Project_Progress_Report.py,20,409
https://github.com/yswa-var/LocoForge,SUCCESS,1,0,/tmp/repo/test_langgraph_sql_handling.py,8,250
https://github.com/Grigorij-Dudnik/Clean-Coder-AI,PARTIAL_SUCCESS,1,1,/tmp/repo/src/agents/file_answerer.py,9,350
https://github.com/skygazer42/pokemon-chat,SUCCESS,1,0,/tmp/repo/src/agents/trainer_agent.py,16,882
https://github.com/yichuanwang/socialMediaHelper,SUCCESS,1,0,/tmp/repo/main.py,4,57
https://github.com/robertcprice/mindforge,CLONE_FAILED,0,1,,4,0
https://github.com/agentstack-ai/AgentStack,SUCCESS,1,0,/tmp/repo/examples/trip_planner/src/main.py,24,405
https://github.com/raylandmagalhaes/data_analyst_chatbot,PARTIAL_SUCCESS,1,1,/tmp/repo/agent_graph/graph.py,18,287
https://github.com/hitesh2204/LangGraph-Beginner-to-Advance,SUCCESS,1,0,/tmp/repo/conditional_workflow/example2.py,4,58
https://github.com/ThiruvarankanM/Mindbridge-AI,PARTIAL_SUCCESS,1,1,/tmp/repo/main.py,5,92
https://github.com/karolrojas07/DeepLearning.ai---Multi-AI-Agent-Systems-with-crewAI-course-exercises,PARTIAL_SUCCESS,1,1,/tmp/repo/src/tailor_job_applications/main.py,8,190
https://github.com/Amruth22/Multi-Agent-Code-Review-Pipeline-LangGraph,PARTIAL_SUCCESS,1,1,/tmp/repo/parallel_review_workflow.py,5,100
https://github.com/i-richardwang/QueryBot,SUCCESS,1,0,/tmp/repo/tools/config_validator.py,13,370
https://github.com/DPSN-org/deepsense,PARTIAL_SUCCESS,1,1,/tmp/repo/example/quick_start.py,5,224
https://github.com/RobotecAI/rai,PARTIAL_SUCCESS,1,1,/tmp/repo/examples/manipulation-demo-v1.py,11,293
https://github.com/zzzlip/langgraph-AI-interview-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/code/resume_optimize.py,14,336
https://github.com/hrithikkoduri/WebRover,TIER2_SUCCESS,2,0,/tmp/repo/backend/app/task_agent.py,1,275
https://github.com/vincentsham/stock_ai_app,PARTIAL_SUCCESS,1,1,/tmp/repo/etl/utils.py,11,351
https://github.com/BakedChicken77/agent-platform,PARTIAL_SUCCESS,1,1,/tmp/repo/src/run_client.py,12,1047
https://github.com/gladkykhse/physics-llm-agents,PARTIAL_SUCCESS,1,1,/tmp/repo/src/agents/simple_planning_agent.py,8,195
https://github.com/radauradu/Cross-Framework-AI-Agent-Orchestration-System,SUCCESS,1,0,/tmp/repo/env_b_graph.py,5,664
https://github.com/kangZan/Ludos,PARTIAL_SUCCESS,1,1,/tmp/repo/src/main.py,8,133
https://github.com/ManeswarSahu11/CursorTalks,TIER2_SUCCESS,2,0,/tmp/repo/app/graph.py,1,284
https://github.com/harshit25github/langGraph,SUCCESS,1,0,/tmp/repo/1graph.py,10,153
https://github.com/edzai/abank-marketing-crew,PARTIAL_SUCCESS,1,1,/tmp/repo/src/abank_marketing_crew/main.py,9,197
https://github.com/WareOnGo/Warehouse-Agentic-Chatbot,SUCCESS,1,0,/tmp/repo/tools/location_tool.py,4,122
https://github.com/Amruth22/DesignMind_GenAI_LangGraph,PARTIAL_SUCCESS,1,1,/tmp/repo/workflow/hld_workflow.py,5,278
https://github.com/kapil3771/langchain-langgraph-journey,SUCCESS,1,0,/tmp/repo/day03_step_flow/step_flow.py,5,780
https://github.com/LiolluryZ/crewAI-Travel-Agent,SUCCESS,1,0,/tmp/repo/travel_ai/step4/main.py,21,1081
https://github.com/zorky/techno_watch_ia,PARTIAL_SUCCESS,1,1,/tmp/repo/app/main_agent.py,9,222
https://github.com/Surya-sourav/QLens,PARTIAL_SUCCESS,1,1,/tmp/repo/backend/init_db.py,5,260
https://github.com/vlordier/LL3M_auto,PARTIAL_SUCCESS,1,1,/tmp/repo/renders/glittery_bunny_20250903_154443/generated_bunny_code.py,12,391
https://github.com/samjosdev/Building-Autonomous-AI-Agents-with-LangGraph,SUCCESS,1,0,/tmp/repo/finance_agent.py,4,261
https://github.com/ashreim-UPL/RoboFinGraph-Agent,PARTIAL_SUCCESS,1,2,/tmp/repo/main.py,5,207
https://github.com/guico33/gaia-assessment-agent,TIER2_SUCCESS,2,0,/tmp/repo/app.py,1,799
https://github.com/sirajulhugh/AI-Powered-Course-Learning-Guide-Generator-with-CrewAI-master,TIER2_SUCCESS,2,0,/tmp/repo/main.py,1,760
https://github.com/rjmagalhaes/crewAI,PARTIAL_SUCCESS,1,1,/tmp/repo/src/crewai/cli/cli.py,10,398
https://github.com/Kobemilly/langgraph-react-agent,SUCCESS,1,0,/tmp/repo/src/react_agent/graph.py,12,349
https://github.com/abrookins/redis-sre-agent,TIER2_SUCCESS,2,0,/tmp/repo/redis_sre_agent/cli/main.py,1,278
https://github.com/zwchristie/llamaindex_rag,SUCCESS,1,0,/tmp/repo/scripts/test_discover_script.py,7,1282
https://github.com/Sodz99/multi-agent-reporting-framework,PARTIAL_SUCCESS,1,1,/tmp/repo/src/automated_reporting/cli.py,6,208
https://github.com/ljxpython/langgraph_teach,PARTIAL_SUCCESS,1,1,/tmp/repo/src/examples/main.py,17,698
https://github.com/shayne007/langGraph-demo,PARTIAL_SUCCESS,1,1,/tmp/repo/planning_like_manus/tools/read_local_financial_report.py,57,189
https://github.com/sparklerz/LangGraph-Multi-Agent-Orchestrator,SUCCESS,1,0,/tmp/repo/orchestrator/graph_agent.py,8,167
https://github.com/kaymen99/sales-outreach-automation-langgraph,PARTIAL_SUCCESS,1,1,/tmp/repo/main.py,10,306
https://github.com/mvcharcos/agentic-system-kafka,TIER2_SUCCESS,2,0,/tmp/repo/src/socib/llm/tools/memory_agent.py,1,650
https://github.com/MayankSingh-coder/react-agents,SUCCESS,1,0,/tmp/repo/database_demo.py,12,501
https://github.com/bear743/crewai-code-practice,PARTIAL_SUCCESS,1,1,/tmp/repo/Multi_AI_Agent_Systems_with_crewAI/01_research_write.py,8,197
https://github.com/Raghul-S-Coder/langgraph-agentic-joke-bot,PARTIAL_SUCCESS,1,1,/tmp/repo/main_v1.py,5,96
https://github.com/SwayamSat/Multi-Agent-Research-Assistant-Using-AutoGen,SUCCESS,1,0,/tmp/repo/graph/nodes.py,10,334
https://github.com/nehalvaghasiya/langgraph-agents,SUCCESS,1,0,/tmp/repo/examples/regex_search.py,7,742
https://github.com/KataDavidXD/Agent-Git-Comparison,PARTIAL_SUCCESS,1,1,/tmp/repo/src/llm_client.py,14,210
https://github.com/arshad98333/Open-Source-Contribution-Engine,SUCCESS,1,0,/tmp/repo/app.py,4,145
https://github.com/mojo8257/Langgraph,TIER2_SUCCESS,2,0,,1,214
https://github.com/bdschi1/multi-agent-investment-committee,SUCCESS,1,0,/tmp/repo/orchestrator/graph.py,14,442
https://github.com/jherraizsoler/LangGraph-LangChain-Agentic-Workflows,SUCCESS,1,0,/tmp/repo/Tema 5/memoria_simple_langgraph.py,4,149
https://github.com/Rupali2507/Health_Atlas,PARTIAL_SUCCESS,1,1,/tmp/repo/backend/test_suite.py,18,1028
https://github.com/semantic-systems/SIGSPATIAL2025-Georelating,PARTIAL_SUCCESS,1,1,/tmp/repo/modules/georelating.py,17,815
https://github.com/icey1287/langchain_study,PARTIAL_SUCCESS,1,1,/tmp/repo/study/01SmartTranslator.py,7,119
https://github.com/adrianwedd/personal-agentic-operating-system,PARTIAL_SUCCESS,1,1,/tmp/repo/src/minimal_agent.py,11,328
https://github.com/gajanan229/LangGraph-AI-Application-Agent-Gemini,SUCCESS,1,0,/tmp/repo/CV_Agent/core/agents.py,7,162
https://github.com/UiPath/uipath-langchain-python,PARTIAL_SUCCESS,1,1,/tmp/repo/samples/retrieval-chain/main.py,9,341
https://github.com/kaymen99/langgraph-email-automation,PARTIAL_SUCCESS,1,1,/tmp/repo/src/nodes.py,5,77
https://github.com/abhishekpan5/agentic-ai-essay-assessment-system-langgraph,PARTIAL_SUCCESS,1,1,/tmp/repo/main.py,6,199
https://github.com/dameerahmed/LangGraph-Zero-to-Hero,SUCCESS,1,0,/tmp/repo/03_Conditional_Workflows/01_calculator_workflow.py,8,497
https://github.com/Kognys/kognys-agents-python,SUCCESS,1,0,/tmp/repo/kognys/agents/summarizer.py,8,283
https://github.com/anoopk-0/learn-langGraph,SUCCESS,1,0,/tmp/repo/02-graph-patterns/sequential.py,6,641
https://github.com/jhwang0801/langgraph-practice,SUCCESS,1,0,/tmp/repo/src/practice/03_loop.py,4,119
https://github.com/dincho-kostadinov/crewai-agents,PARTIAL_SUCCESS,1,1,/tmp/repo/crew_yaml.py,8,127
https://github.com/JunDaTang/langgraph-demo,SUCCESS,1,0,/tmp/repo/sgg/chapter02-quick start/2.2简单示例.py,7,225
https://github.com/JoshuaC215/agent-service-toolkit,PARTIAL_SUCCESS,1,1,/tmp/repo/src/run_client.py,8,672
https://github.com/alikasif/agents,PARTIAL_SUCCESS,1,1,/tmp/repo/ai_blogger/crew_ai/main.py,11,354
https://github.com/jayshenn/hello-langgraph,PARTIAL_SUCCESS,1,1,/tmp/repo/Agents/04-Drafter.py,9,194
https://github.com/weiw3127/multiagent-mail,SUCCESS,1,0,/tmp/repo/app/agent/remote_text_agent.py,4,535
https://github.com/LePingu/agent-playground,TIER2_SUCCESS,2,0,/tmp/repo/main.py,1,1072
https://github.com/ASWATHIMV99/Multi-Agent-Code-Review-Pipeline-LangGraph-main,PARTIAL_SUCCESS,1,1,/tmp/repo/main.py,10,245
https://github.com/skygazer42/Weaver,SUCCESS,1,0,/tmp/repo/scripts/health_graph.py,24,881
https://github.com/Mira-dmh/CrewAI,PARTIAL_SUCCESS,1,2,/tmp/repo/single-agent/cli_runner.py,3,96
https://github.com/aturcati/obsistant,TIER2_SUCCESS,2,0,/tmp/repo/tests/test_cli_integration.py,1,801
https://github.com/liangdabiao/crewai_stock_analysis_system,PARTIAL_SUCCESS,1,124,/tmp/repo/main.py,6,515
https://github.com/wshobson/financial-chat,TIER2_SUCCESS,2,0,/tmp/repo/app/chains/agent.py,1,571
https://github.com/facuscholze/crewAI,SUCCESS,1,0,/tmp/repo/examples/test_calendar.py,9,372
https://github.com/rakpan/project-vyasa,PARTIAL_SUCCESS,1,1,/tmp/repo/src/orchestrator/workflow.py,12,1329
https://github.com/ymgong66966/langgraph-kafka-k8s,TIER2_SUCCESS,2,0,/tmp/repo/src/test_mcp_servers.py,1,665
https://github.com/raulvazquez7/medical-bot,TIER2_SUCCESS,2,0,/tmp/repo/evaluation/compare_citations.py,1,1102
https://github.com/HyunjunJeon/open-langgraph-platform,SUCCESS,1,0,/tmp/repo/graphs/react_agent/utils.py,9,318
https://github.com/micaelleos/SentinelAI,SUCCESS,1,0,/tmp/repo/src/agents/planner.py,4,185
https://github.com/saraonsala/Agents,PARTIAL_SUCCESS,1,,,0,0
https://github.com/Kernicterus/Langgraph_agents,PARTIAL_SUCCESS,1,1,/tmp/repo/src/agents/test_interrupt_agent.py,13,185
https://github.com/DJ-Manjaray/Agentic_RAG,PARTIAL_SUCCESS,1,1,/tmp/repo/chromaDB.py,16,761
https://github.com/Ahmad-Nayfeh/crewai-multi-phase-workshop,PARTIAL_SUCCESS,1,1,/tmp/repo/phases/phase0_hello_crew.py,19,143
https://github.com/karan6100/CrewIntel-Agentic-Market-Research-Bot,SUCCESS,1,0,/tmp/repo/app.py,6,279
https://github.com/uebelack/bug-bounty-hunting-ai,PARTIAL_SUCCESS,1,1,/tmp/repo/src/simple-agent.py,11,147
https://github.com/nerdzinha/agents,SUCCESS,1,0,/tmp/repo/examples/trip_planner/src/main.py,24,343
https://github.com/manojkp08/Orchi,TIER2_SUCCESS,2,0,/tmp/repo/orchestrator/app/main.py,1,122
https://github.com/baoqtrinh/LangGraphAgent,TIER2_SUCCESS,2,0,/tmp/repo/run_agent.py,1,240
https://github.com/Brave-peng/brief-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/src/agents/report_workflow.py,12,915
https://github.com/Lum1104/MER-Factory,PARTIAL_SUCCESS,1,2,/tmp/repo/main.py,8,939
https://github.com/PedroMarkovicz/EDA_Agent_I2A2,PARTIAL_SUCCESS,1,1,/tmp/repo/src/graph/workflow.py,9,328
https://github.com/Kbediako/Ambient_Email_Agent,SUCCESS,1,0,/tmp/repo/scripts/run_real_outputs.py,13,629
https://github.com/surath1/langgraph,TIER2_SUCCESS,2,0,/tmp/repo/Langgraph_101/Google_Gemini_API/lcosmos_chat_basic.py,1,382
https://github.com/KirtiJha/langgraph-salesforce-code-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/src/agents/alternate_followup_handler.py,15,594
https://github.com/langchain-ai/langgraph-demo,TIER2_SUCCESS,2,0,/tmp/repo/chains/rag_chain.py,1,2275
https://github.com/Annyfee/agent-craft,PARTIAL_SUCCESS,1,1,/tmp/repo/m04_langchain_basics/s05_practice.py,15,500
https://github.com/caoshouling/study-langchain,PARTIAL_SUCCESS,1,1,/tmp/repo/study/langgraph/rag/tools/naive_rag_tool.py,10,293
https://github.com/Rahul5977/Research-Buddy,SUCCESS,1,0,/tmp/repo/app/agents/summarizer.py,7,222
https://github.com/CrypticFate/LangGraph-Automation-Visualizer,PARTIAL_SUCCESS,1,1,/tmp/repo/main.py,5,115
https://github.com/LangConfig/langconfig,PARTIAL_SUCCESS,1,1,/tmp/repo/backend/core/context/content_blocks.py,7,386
https://github.com/PIRATE-E/ai-workflow-task-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/examples/langchain_example/test.py,13,384
https://github.com/wangshiwen-ai-hku/art-agent,TIER2_SUCCESS,2,0,/tmp/repo/src/service/canvas_agent/agents/design_auto_loop.py,1,209
https://github.com/AnishMachamasi/Intelligent-Data-Service-using-Langgraph-and-Streamlit,TIER2_SUCCESS,2,0,/tmp/repo/src/run_client.py,1,583
https://github.com/jordanmaglalang/ai-teaching-assistant,PARTIAL_SUCCESS,1,1,/tmp/repo/backend/tools.py,5,323
https://github.com/MaiconKevyn/agent_llama3_txt2sql,SUCCESS,1,0,/tmp/repo/refactored_agent/llm.py,4,665
https://github.com/daishir0/AAIDC-Week5-Lesson-2b,PARTIAL_SUCCESS,1,1,/tmp/repo/joke_bot1.py,5,88
https://github.com/zamalali/DeepGit,PARTIAL_SUCCESS,1,1,/tmp/repo/app.py,5,469
https://github.com/vijaykumaringle/Agents-with-crewai,PARTIAL_SUCCESS,1,1,/tmp/repo/Cipher/run_crew.py,9,266
https://github.com/anhb1/sales-outreach-automation-langgraph,PARTIAL_SUCCESS,1,1,/tmp/repo/main.py,10,293
https://github.com/zoofighter/writer-editor-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/main.py,8,279
https://github.com/readytensor/rt-agentic-ai-cert-week5,PARTIAL_SUCCESS,1,1,/tmp/repo/code/run_wk5_l2b_pyjokes_joke_bot.py,16,141
https://github.com/pietroperona/review-agent-langchain-backend,TIER2_SUCCESS,2,0,/tmp/repo/amazon_parallel_batch_workflow.py,1,313
https://github.com/msgfrom96/GAP-GenAI_Agents_Pod,TIER2_SUCCESS,2,0,/tmp/repo/main.py,1,665
https://github.com/vsrak22/langgraph-mastery,PARTIAL_SUCCESS,1,1,/tmp/repo/chapter_01_foundation/basic_workflow.py,6,213
https://github.com/donggri1/AI_AGENT,SUCCESS,1,0,/tmp/repo/my_first_flow.py,7,106
https://github.com/anjalibheemireddy/research_langgraph,PARTIAL_SUCCESS,1,1,/tmp/repo/agent.py,5,122
https://github.com/Mohamed-Sherif-El-Boraie/AI-Agents,PARTIAL_SUCCESS,1,1,/tmp/repo/src/labs/lab4/main.py,10,372
https://github.com/jfishbowl-01/crewAI-surprise-trip,TIER2_SUCCESS,2,0,/tmp/repo/trip_planner/main.py,1,608
https://github.com/PrabhuMane93/CrewAI_Agents,TIER2_SUCCESS,2,0,/tmp/repo/Email_draft_Usecase/main.py,1,253
https://github.com/Elsper01/data-science-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/src/data_science_agent/test.py,8,200
https://github.com/hoannet/langgraph-ecommerce,SUCCESS,1,0,/tmp/repo/src/services/llm_wrapper.py,11,555
https://github.com/marohrdanz/zetagraph,SUCCESS,1,0,/tmp/repo/first_graph.py,4,181
https://github.com/nikhileshnarkhede/job-application-assistant,SUCCESS,1,0,/tmp/repo/pipeline/state.py,12,958
https://github.com/natcobbinah/Agentic_ai_systems_using_crewai,PARTIAL_SUCCESS,1,1,/tmp/repo/image_research_assistant_with_mcp/mcp_client.py,12,314
https://github.com/mk-tdev/langgraph-rut,PARTIAL_SUCCESS,1,1,/tmp/repo/src/advanced/conditional_routing.py,12,572
https://github.com/eastsea17/VirtualTechExperts_RAG_Ollama,PARTIAL_SUCCESS,1,1,/tmp/repo/src/layer3/report_generator.py,5,153
https://github.com/Shy2593666979/AgentChat,PARTIAL_SUCCESS,1,1,/tmp/repo/scripts/start.py,22,413
https://github.com/jonsoku-dev/crewai-practice,PARTIAL_SUCCESS,1,1,/tmp/repo/main.py,27,319
https://github.com/artaasd95/chat-bot-practice-langchain,PARTIAL_SUCCESS,1,1,/tmp/repo/run_tests.py,6,197
https://github.com/Varashree01/Agent-Orchestration-LangChain,PARTIAL_SUCCESS,1,1,/tmp/repo/Milestone1/basic_agent.py,7,133
https://github.com/Amith0707/Travel-Agent,TIER2_SUCCESS,2,0,/tmp/repo/app.py,1,343
https://github.com/sofianhw/langgraph-chat-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/main.py,9,855
https://github.com/vangona/langchain-langgraph-chatbot,SUCCESS,1,0,/tmp/repo/streamlit_apps/streamlit_chat.py,5,318
https://github.com/HiTranh2504/Agentic-Financial-Information-system-using-Langgraph,SUCCESS,1,0,/tmp/repo/source/sql_agent_implementation.py,17,294
https://github.com/danielstewart77/hive_mind,PARTIAL_SUCCESS,1,120,/tmp/repo/mcp_server.py,4,114
https://github.com/piyushcodes07/Clinical-Multi-Agent-Diagnostic-System,SUCCESS,1,0,/tmp/repo/agents/web_search_processor_agent/tavily_search.py,14,808
https://github.com/gitbreakfast/CrewSurf,SUCCESS,1,0,/tmp/repo/crewsurf/start_team.py,10,162
https://github.com/LiaoWenjun99/synde-langgraph,SUCCESS,1,0,/tmp/repo/synde_graph/graph.py,8,293
https://github.com/merryiscat/secretary_gyuni,SUCCESS,1,0,/tmp/repo/Node.py,7,287
https://github.com/piyush8512/sales-agent,PARTIAL_SUCCESS,1,1,/tmp/repo/agents/followup_timing_agent.py,9,159
https://github.com/shubhamagr24/Research_Assistant_LangGraph,SUCCESS,1,0,/tmp/repo/main.py,14,392
https://github.com/ChowdhuryRajuMOLIT2025/shipment_qna_bot,SUCCESS,1,0,/tmp/repo/src/scripts/seed_data.py,10,380
https://github.com/nelisasebastian9248/crew_agentic_team,SUCCESS,1,0,/tmp/repo/main.py,7,179
